Apéndice:Índice de verbos en español,2059
a la sazón,1012654
a llorar a la FIFA,1018887
a llorar a la llorería,998371
a llorar a otra parte,1018889
a llorar a otro lado,1018890
a reclamar a la FIFA,1018888
ababillarse,7127
abachar,7206
abacorar,7239
abadernar,7433
abajar,12075
abalanzar,2189
abalanzarse,15834
abalar,12089
abaldonar,12092
abaldonarse,881579
abalear,7230
abalijar,47622
abalizar,2190
aballar,12102
aballestar,47792
abaluartar,47541
abanar,47862
abancalar,47680
abandalizar,2191
abanderar,12118
abanderarse,879083
abanderizar,12126
abanderizarse,880058
abandonar,12134
abandonarse,879084
abanear,47817
abangar,922816
abanicar,2301
abanicarse,302925
abaniquear,922819
abantar,922820
abarajar,47885
abaratar,12247
abaratarse,879085
abarañar,48112
abarbar,47891
abarbechar,47892
abarbetar,47980
abarcar,2302
abarcuzar,75516
abarloar,12582
abarloarse,168557
abarquillar,12589
abarquillarse,879086
abarracar,47914
abarracarse,12591
abarraganarse,12597
abarrajar,13901
abarrajarse,48560
abarrancar,12603
abarrancarse,880498
abarrar,12605
abarrenar,48791
abarrer,47915
abarrir,48559
abarrotar,12613
abarrotarse,1025039
abarse,12760
abastar,12791
abastardar,12800
abastarse,879087
abastecer,2206
abastecerse,483578
abastionar,12809
abatanar,12813
abatanarse,881580
abatatar,47709
abatatarse,47710
abatir,12823
abatirse,470944
abatojar,106255
abañar,48111
abdicar,2029
abducir,22107
abejear,42602
abejonear,52069
abejorrear,47936
abeldar,48005
abellacar,2316
abellacarse,26870
abemolar,47938
aberrar,47999
abestializarse,48941
abestionar,12886
abetunar,12900
abeviguar,47911
abhorrecer,911707
abicharse,48004
abieldar,48006
abigarrar,12922
abigarrarse,881581
abijar,955592
abinar,48027
abirritar,48823
abisagrar,48040
abiselar,12939
abismar,12945
abismarse,879088
abitar,12950
abjurar,12958
ablandar,12974
ablandarse,879089
ablandecer,2208
ablandir,12978
ablaquear,99720
ablentar,20209
abluir,23354
abnegar,19409
abnegarse,22108
abobar,48060
abobarse,879090
abocadear,48063
abocanar,105769
abocar,2315
abocardar,19669
abocarse,23298
abocelar,13980
abocetar,19674
abochornar,19676
abochornarse,879092
abocinar,48073
abocinarse,879091
abofarse,13893
abofetear,30648
abogar,48102
abolir,16999
abollar,19410
abollarse,1025003
abollonar,48230
abolsar,48795
abolsarse,48201
abombar,48231
abombarse,881582
abominar,48277
abonanzar,2192
abonar,30649
abonarse,879093
abondar,106299
abondarse,106300
aboquillar,48387
abordar,17001
abordonar,106304
aborrajarse,14275
aborrascarse,96963
aborrecer,2207
aborrecerse,881067
aborregarse,47877
aborrir,48595
aborronar,106346
abortar,17004
aborujar,64740
aborujarse,879094
abotagarse,64741
abotargarse,106347
abotonar,50914
abotonarse,879095
abovedar,64742
aboyar,64744
abozalar,106349
abracar,106351
abracarse,880499
abracijarse,106352
abrasar,19315
abrasarse,879096
abrasilar,49117
abravar,106354
abravecer,106355
abrazar,2194
abrazarse,106353
abrenunciar,106364
abretonar,49259
abrevar,20240
abrevarse,881583
abreviar,19316
abreviarse,525807
abrezar,2195
abribonarse,49902
abrigar,50402
abrigarse,50697
abrillantar,50220
abriolar,50223
abrir,17006
abrir camino,105697
abrir cancha,170932
abrir el tarro,988452
abrir en canal,998454
abrir la mano,910477
abrir mano,910478
abrirla,984654
abrirse,881011
abrirse de gambas,14930
abrochar,50932
abrocharse,50933
abrogar,19411
abromar,51374
abromarse,64793
abroncar,51375
abroncarse,210984
abroquelar,51377
abroquelarse,881584
abrotoñar,51638
abrumar,47629
abrumarse,51641
abrutar,51955
abruzarse,106336
absconder,51795
absentarse,51956
absolver,48730
absorber,19317
absortar,106500
absortarse,879097
abstener,60095
abstenerse,82984
absterger,6373
abstraer,10633
abstraerse,878989
abuchear,17016
abuenar,578677
abuenarse,578678
abujar,1006063
acalabrotar,108448
acalambrarse,879104
acachetear,108397
acalenturarse,108600
acaldar,108492
acaldarse,108493
abujardar,17077
acalambrar,108460
acallantar,56113
acalmar,108657
acalorar,108718
acallar,17017
acalorarse,108736
acaloñar,108753
acalugar,108755
acamar,108763
acalumniar,108758
acampanar,108771
acamarse,108764
acamellonar,108768
acampanarse,879105
acampar,49096
acamparse,879106
acanalar,108778
acanallarse,879107
acanallar,108781
acanelonar,108784
acantarar,108842
acantalear,108841
acantear,108855
acantilar,108864
acantilarse,879108
acantonar,108694
acantonarse,879109
acaparrarse,108885
acapillar,108888
acaparar,17019
acapizarse,108889
acapullarse,108891
acaramelar,23748
acarar,108900
acardenalar,108903
acarear,108904
acardenalarse,108905
acariciar,19413
acaramelarse,399348
acarearse,881586
acaronar,108910
acarralar,109082
acarralarse,879110
acarrarse,109225
acarretar,109232
acarrear,17022
acaserarse,109346
acarrazarse,109227
acartonarse,109333
acatarrar,109356
acatar,50887
acatarrarse,109357
acaudalar,109397
acatarse,881587
acaudillar,109402
acaudillarse,881588
acautelarse,109404
acañaverear,109410
acañonear,109411
acceder,109426
accesar,966502
accidentar,43329
accidentarse,43328
accionar,17023
acebadar,113573
acechar,108854
acecinar,122283
acebadarse,113571
acecinarse,394055
acedar,122286
acedarse,879111
aceitar,50920
acelerar,17024
acender,124044
acendrar,124397
acelerarse,879112
acensar,124416
acentuar,50966
acensuar,124584
acentuarse,881743
acepar,15674
acepillar,29661
aceptamos barco,95370
aceptar,17025
aceptamos pulpo como animal de compañía,973390
acerar,136140
acequiar,125089
acerarse,879113
acernadar,130119
acercar,2313
acerrojar,131655
acertar,48279
acertarse,881727
acetar,15710
acervar,131661
acetificar,141720
acetificarse,880500
acetilar,872500
acevilar,131695
acetrinar,126201
acezar,2196
achabacanar,139874
achabacanarse,879129
achacar,17027
achaflanar,75308
achajuanarse,145372
achancar,135435
achantar,136063
achancarse,135436
achantarse,136064
achaparrarse,143523
acercarse,43749
achaplinarse,143893
achararse,879130
acharar,133192
achatar,108954
achatarrar,873228
acharolar,112292
achechar,873229
achepicarse,127071
achatarse,879131
achicalar,873230
achicalarse,877813
achicar,2312
achicarse,871070
achicharrar,132366
achicharronarse,154582
achichinar,873231
achicharronar,154581
achicharrarse,879132
achicopalarse,101203
achiguarse,155730
achilar,966503
achilenar,124856
achilenarse,124855
achinar,155914
achinarse,155915
achiquitar,155932
achipilarse,873232
achiquitarse,879133
achinchorrarse,1012831
achirlarse,872949
achisgar,575377
achirlar,872950
achispar,155909
achisparse,155910
achivarse,873233
achocar,2311
achocharse,162392
achoclonarse,105064
achoclonar,105063
acholar,117915
acholarse,117914
achubascarse,210621
achorarse,16769
achorcholarse,873234
achuchar,162471
achucharrar,302613
achucharrarse,879134
